date,campaign_id,campaign_name,ad_group_id,ad_group_name,impressions,clicks,cost,conversions,conversion_value,ctr,cpc,quality_score,search_impression_share,conversion_rate,channel,data_source
2024-02-10,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,40205,800,496,19,1000.0,0.0199,0.62,6,0.42,0.0245,Organic,Bing Ads
2024-02-10,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,64392,2041,367,59,2950.0,0.0317,0.18,8,0.65,0.0291,Paid Search,Bing Ads
2024-02-10,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,120484,421,117,11,600.0,0.0035,0.28,7,0.33,0.0272,Paid Search,Google Ads
2024-02-11,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,23073,1146,217,41,2050.0,0.0497,0.19,9,0.88,0.0358,Paid Search,Bing Ads
2024-02-11,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,36452,743,475,17,950.0,0.0204,0.64,6,0.41,0.0237,Paid Search,Google Ads
2024-02-11,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,65985,2164,389,63,2850.0,0.0328,0.18,8,0.63,0.0292,Paid Search,Bing Ads
2024-02-11,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,115282,426,110,11,550.0,0.0037,0.26,7,0.32,0.0264,Paid Search,Google Ads
2024-02-12,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,24196,1294,245,46,2350.0,0.0535,0.19,9,0.91,0.0361,Paid Search,Google Ads
2024-02-12,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,42565,855,572,21,1100.0,0.0201,0.67,7,0.44,0.0249,Paid Search,Bing Ads
2024-02-12,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,69008,2228,401,62,3200.0,0.0323,0.18,8,0.66,0.0281,Paid Search,Google Ads
2024-02-12,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,123784,445,124,12,650.0,0.0036,0.28,7,0.34,0.0281,Paid Search,Google Ads
2024-02-13,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,24376,1260,239,46,2550.0,0.0517,0.19,9,0.92,0.0368,Organic,Google Ads
2024-02-13,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,45095,910,573,24,1200.0,0.0202,0.63,7,0.45,0.0274,Paid Search,Google Ads
2024-02-13,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,69837,2381,428,70,3450.0,0.0341,0.18,8,0.67,0.0295,Organic,Bing Ads
2024-02-13,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,142751,513,133,14,700.0,0.0036,0.26,7,0.35,0.0291,Paid Search,Google Ads
2024-02-14,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,26584,1363,258,51,2750.0,0.0513,0.19,9,0.93,0.0376,Organic,Google Ads
2024-02-14,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,49960,1044,657,28,1300.0,0.0209,0.63,7,0.46,0.0272,Organic,Google Ads
2024-02-14,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,76247,2630,473,79,3650.0,0.0345,0.18,8,0.69,0.0302,Paid Search,Bing Ads
2024-02-14,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,144667,549,142,16,750.0,0.0038,0.26,7,0.36,0.0293,Paid Search,Google Ads
2024-02-15,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,27234,1492,283,55,2900.0,0.0548,0.19,9,0.94,0.0373,Paid Search,Google Ads
2024-02-15,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,48746,999,629,27,1350.0,0.0205,0.63,7,0.47,0.0279,Paid Search,Google Ads
2024-02-15,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,78720,2700,486,77,3750.0,0.0343,0.18,8,0.7,0.0287,Paid Search,Google Ads
2024-02-15,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,148763,565,152,16,800.0,0.0038,0.27,7,0.37,0.0288,Paid Search,Bing Ads
2024-02-16,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,27194,1435,272,54,2650.0,0.0528,0.19,9,0.92,0.0379,Organic,Google Ads
2024-02-16,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,44367,913,575,25,1250.0,0.0206,0.63,7,0.46,0.0278,Paid Search,Google Ads
2024-02-16,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,70252,2353,423,69,3550.0,0.0335,0.18,8,0.69,0.0297,Paid Search,Google Ads
2024-02-16,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,129393,491,132,14,750.0,0.0038,0.27,7,0.36,0.0298,Paid Search,Google Ads
2024-02-17,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,25389,1284,243,47,2450.0,0.0506,0.19,9,0.91,0.0371,Paid Search,Google Ads
2024-02-17,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,44107,877,570,24,1200.0,0.0199,0.65,7,0.45,0.0279,Paid Search,Bing Ads
2024-02-17,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,71048,2401,432,68,3400.0,0.0338,0.18,8,0.68,0.0286,Paid Search,Bing Ads
2024-02-17,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,132335,489,127,13,700.0,0.0037,0.26,7,0.35,0.0285,Paid Search,Google Ads
2024-02-18,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,22434,1144,217,40,2200.0,0.051,0.19,9,0.9,0.0356,Paid Search,Google Ads
2024-02-18,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,40777,807,540,19,1050.0,0.0198,0.67,7,0.43,0.024,Paid Search,Bing Ads
2024-02-18,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,69899,2257,383,60,3050.0,0.0323,0.17,8,0.66,0.0269,Paid Search,Google Ads
2024-02-18,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,118938,416,116,11,600.0,0.0035,0.28,7,0.33,0.0266,Paid Search,Google Ads
2024-02-19,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,23895,1261,239,45,2350.0,0.0528,0.19,9,0.91,0.036,Paid Search,Google Ads
2024-02-19,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,47141,928,612,23,1150.0,0.0197,0.66,7,0.44,0.0256,Paid Search,Bing Ads
2024-02-19,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,67880,2321,417,69,3300.0,0.0342,0.18,8,0.67,0.0299,Paid Search,Google Ads
2024-02-19,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,140225,504,136,13,650.0,0.0036,0.27,7,0.34,0.0268,Paid Search,Google Ads
2024-02-20,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,25977,1345,255,51,2500.0,0.0518,0.19,9,0.92,0.0386,Paid Search,Google Ads
2024-02-20,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,45178,917,568,23,1200.0,0.0203,0.62,7,0.45,0.0258,Paid Search,Google Ads
2024-02-20,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,71205,2470,444,70,3400.0,0.0347,0.18,8,0.67,0.0287,Organic,Google Ads
2024-02-20,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,122865,442,119,13,700.0,0.0036,0.27,7,0.35,0.0306,Paid Search,Bing Ads
2024-01-23,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,21968,1181,224,41,2250.0,0.0538,0.19,9,0.92,0.0351,Paid Search,Google Ads
2024-01-23,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,46385,913,584,23,1150.0,0.0197,0.64,7,0.45,0.0257,Paid Search,Google Ads
2024-01-23,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,71046,2465,443,73,3350.0,0.0347,0.18,8,0.67,0.0297,Paid Search,Google Ads
2024-01-24,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,25807,1331,252,50,2400.0,0.0516,0.19,9,0.91,0.0382,Paid Search,Google Ads
2024-01-24,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,43190,811,510,20,1050.0,0.0188,0.63,7,0.44,0.025,Paid Search,Google Ads
2024-01-24,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,66488,2247,404,62,3550.0,0.0338,0.18,8,0.68,0.028,Paid Search,Bing Ads
2024-01-25,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,22093,1089,217,41,2100.0,0.0493,0.2,9,0.93,0.0377,Paid Search,Google Ads
2024-01-25,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,48351,976,624,24,1250.0,0.0202,0.64,6,0.43,0.0251,Paid Search,Bing Ads
2024-01-25,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,118080,425,114,10,600.0,0.0036,0.27,7,0.35,0.0253,Paid Search,Google Ads
2024-01-26,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,25129,1354,257,50,2500.0,0.0539,0.19,9,0.92,0.0375,Paid Search,Google Ads
2024-01-26,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,73327,2346,422,69,3250.0,0.032,0.18,8,0.66,0.0298,Paid Search,Google Ads
2024-01-26,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,142717,499,144,14,700.0,0.0035,0.29,7,0.36,0.0297,Paid Search,Google Ads
2024-01-27,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,23914,1231,233,47,2300.0,0.0515,0.19,9,0.91,0.0382,Paid Search,Google Ads
2024-01-27,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,48952,983,638,26,1200.0,0.0201,0.65,7,0.45,0.0271,Paid Search,Google Ads
2024-01-27,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,131185,485,135,12,650.0,0.0037,0.28,7,0.34,0.0265,Paid Search,Google Ads
2024-01-28,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,22846,1165,221,41,2350.0,0.051,0.19,9,0.92,0.0359,Paid Search,Google Ads
2024-01-28,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,67027,2144,385,62,3450.0,0.032,0.18,8,0.67,0.029,Paid Search,Google Ads
2024-01-28,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,121352,436,126,11,650.0,0.0036,0.29,7,0.35,0.0262,Paid Search,Google Ads
2024-01-29,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,26320,1458,277,55,2700.0,0.0554,0.19,9,0.93,0.0381,Paid Search,Google Ads
2024-01-29,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,45079,870,556,21,1100.0,0.0193,0.64,6,0.44,0.0249,Paid Search,Google Ads
2024-01-29,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,65297,2135,384,59,3300.0,0.0327,0.18,8,0.66,0.0281,Organic,Google Ads
2024-01-30,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,21051,1058,201,41,2150.0,0.0503,0.19,9,0.91,0.0388,Paid Search,Google Ads
2024-01-30,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,46622,941,583,24,1300.0,0.0202,0.62,7,0.46,0.026,Organic,Google Ads
2024-01-30,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,127668,434,112,10,550.0,0.0034,0.26,7,0.34,0.025,Paid Search,Google Ads
2024-01-31,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,24795,1319,237,47,2450.0,0.0532,0.18,9,0.92,0.0362,Organic,Google Ads
2024-01-31,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,71733,2395,431,68,3500.0,0.0334,0.18,8,0.68,0.0284,Organic,Bing Ads
2024-01-31,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,131166,472,132,12,600.0,0.0036,0.28,7,0.35,0.0274,Organic,Google Ads
2024-02-01,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,26153,1346,269,48,2400.0,0.0515,0.2,9,0.91,0.036,Paid Search,Google Ads
2024-02-01,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,45205,886,549,22,1150.0,0.0196,0.62,7,0.45,0.0257,Paid Search,Google Ads
2024-02-01,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,69356,2267,408,66,3200.0,0.0327,0.18,8,0.67,0.0295,Paid Search,Google Ads
2024-02-02,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,24402,1281,243,49,2600.0,0.0525,0.19,9,0.92,0.0386,Paid Search,Google Ads
2024-02-02,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,44249,836,535,23,1300.0,0.0189,0.64,7,0.46,0.0276,Organic,Google Ads
2024-02-02,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,67921,2377,404,71,3550.0,0.035,0.17,8,0.68,0.0301,Paid Search,Google Ads
2024-02-02,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,141153,522,146,15,750.0,0.0037,0.28,7,0.36,0.029,Organic,Google Ads
2024-02-03,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,23240,1238,235,44,2450.0,0.0533,0.19,9,0.91,0.0357,Paid Search,Google Ads
2024-02-03,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,48044,946,614,25,1200.0,0.0197,0.65,7,0.45,0.0267,Organic,Bing Ads
2024-02-03,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,74797,2468,444,68,3300.0,0.033,0.18,8,0.67,0.0276,Paid Search,Google Ads
2024-02-03,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,124731,449,121,12,700.0,0.0036,0.27,7,0.35,0.0285,Paid Search,Google Ads
2024-02-04,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,22953,1170,222,43,2150.0,0.051,0.19,9,0.9,0.0368,Paid Search,Google Ads
2024-02-04,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,38305,785,494,20,1050.0,0.0205,0.63,6,0.43,0.0265,Paid Search,Google Ads
2024-02-04,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,61077,2003,360,55,3000.0,0.0328,0.18,8,0.65,0.0276,Organic,Google Ads
2024-02-04,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,110736,409,110,10,600.0,0.0037,0.27,7,0.33,0.0266,Paid Search,Google Ads
2024-02-05,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,22867,1175,223,44,2050.0,0.0514,0.19,9,0.89,0.0375,Organic,Bing Ads
2024-02-05,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,39789,779,498,18,950.0,0.0196,0.64,6,0.42,0.0236,Organic,Bing Ads
2024-02-05,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,65171,2131,383,62,2900.0,0.0327,0.18,8,0.64,0.0292,Organic,Google Ads
2024-02-05,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,107467,376,101,10,550.0,0.0035,0.27,7,0.32,0.0277,Paid Search,Google Ads
2024-02-06,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,24949,1289,244,48,2300.0,0.0517,0.19,9,0.91,0.038,Organic,Google Ads
2024-02-06,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,44737,863,586,21,1100.0,0.0193,0.68,7,0.44,0.0252,Paid Search,Bing Ads
2024-02-06,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,66514,2194,394,63,3250.0,0.033,0.18,8,0.66,0.029,Paid Search,Google Ads
2024-02-06,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,133066,492,132,13,650.0,0.0037,0.27,7,0.34,0.0282,Paid Search,Google Ads
2024-02-07,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,24730,1313,249,49,2550.0,0.0531,0.19,9,0.92,0.0377,Paid Search,Google Ads
2024-02-07,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,49331,991,634,25,1200.0,0.0201,0.64,7,0.45,0.0256,Paid Search,Google Ads
2024-02-07,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,70685,2459,442,71,3450.0,0.0348,0.18,8,0.67,0.0289,Paid Search,Google Ads
2024-02-07,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,135348,500,130,13,700.0,0.0037,0.26,7,0.35,0.0274,Paid Search,Google Ads
2024-02-08,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,25654,1434,272,54,2700.0,0.0559,0.19,9,0.93,0.0377,Organic,Bing Ads
2024-02-08,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,44706,916,586,24,1250.0,0.0205,0.64,7,0.46,0.0266,Paid Search,Google Ads
2024-02-08,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,74569,2565,461,71,3600.0,0.0344,0.18,8,0.68,0.028,Paid Search,Google Ads
2024-02-08,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,136520,505,131,13,750.0,0.0037,0.26,7,0.36,0.0271,Paid Search,Google Ads
2024-02-09,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,24854,1312,249,50,2600.0,0.0528,0.19,9,0.92,0.0382,Paid Search,Google Ads
2024-02-09,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,44157,909,581,24,1200.0,0.0206,0.64,7,0.45,0.0272,Paid Search,Bing Ads
2024-02-09,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,67629,2218,399,62,3500.0,0.0328,0.18,8,0.68,0.0281,Paid Search,Bing Ads
2024-02-09,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,139042,514,138,14,700.0,0.0037,0.27,7,0.35,0.0287,Organic,Google Ads
2024-02-10,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,23393,1228,233,47,2400.0,0.0525,0.19,9,0.91,0.0386,Organic,Google Ads
2024-02-10,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,44532,859,558,23,1150.0,0.0193,0.65,7,0.44,0.027,Organic,Bing Ads
2024-02-10,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,71416,2406,433,68,3350.0,0.0337,0.18,8,0.67,0.0284,Organic,Google Ads
2024-02-10,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,133907,495,128,13,650.0,0.0037,0.26,7,0.34,0.0267,Paid Search,Bing Ads
2024-02-11,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,23226,1145,217,44,2100.0,0.0493,0.19,9,0.89,0.039,Paid Search,Google Ads
2024-02-11,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,38195,771,501,19,1000.0,0.0202,0.65,6,0.42,0.0256,Paid Search,Google Ads
2024-02-11,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,61646,1978,356,56,2950.0,0.0321,0.18,8,0.65,0.0286,Paid Search,Google Ads
2024-02-11,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,122955,442,119,12,600.0,0.0036,0.27,7,0.33,0.0275,Paid Search,Google Ads
2024-02-12,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,21838,1080,205,42,2050.0,0.0495,0.19,9,0.88,0.0389,Paid Search,Google Ads
2024-02-12,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,38062,742,482,18,950.0,0.0195,0.65,6,0.41,0.0253,Paid Search,Google Ads
2024-02-12,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,65260,2068,372,60,2850.0,0.0317,0.18,8,0.63,0.0293,Paid Search,Bing Ads
2024-02-12,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,125753,452,122,12,550.0,0.0036,0.27,7,0.32,0.0268,Paid Search,Google Ads
2024-02-13,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,22506,1199,239,45,2350.0,0.0533,0.2,9,0.91,0.0382,Paid Search,Bing Ads
2024-02-13,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,46014,888,568,22,1100.0,0.0193,0.64,7,0.44,0.0253,Paid Search,Google Ads
2024-02-13,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,68995,2242,403,62,3200.0,0.0325,0.18,8,0.66,0.0278,Paid Search,Google Ads
2024-02-13,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,136345,490,137,13,650.0,0.0036,0.28,7,0.34,0.0283,Paid Search,Google Ads
2024-02-14,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,26763,1453,276,55,2550.0,0.0543,0.19,9,0.92,0.0381,Paid Search,Google Ads
2024-02-14,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,43787,880,572,22,1200.0,0.0201,0.65,7,0.45,0.0258,Paid Search,Google Ads
2024-02-14,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,65676,2226,400,66,3450.0,0.0339,0.18,8,0.67,0.0297,Paid Search,Google Ads
2024-02-14,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,134654,511,137,13,700.0,0.0038,0.27,7,0.35,0.0273,Organic,Bing Ads
2024-02-15,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,28672,1536,307,56,2750.0,0.0536,0.2,9,0.93,0.0366,Organic,Bing Ads
2024-02-15,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,50770,1045,658,28,1300.0,0.0206,0.63,7,0.46,0.0276,Paid Search,Google Ads
2024-02-15,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,76624,2651,477,79,3650.0,0.0346,0.18,8,0.69,0.0299,Organic,Google Ads
2024-02-15,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,134710,511,132,14,750.0,0.0038,0.26,7,0.36,0.0287,Paid Search,Google Ads
2024-02-16,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,27154,1450,275,53,2900.0,0.0534,0.19,9,0.94,0.0366,Paid Search,Google Ads
2024-02-16,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,48245,1008,645,26,1350.0,0.0209,0.64,7,0.47,0.0264,Paid Search,Google Ads
2024-02-16,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,71812,2376,403,71,3750.0,0.0331,0.17,8,0.7,0.0299,Paid Search,Google Ads
2024-02-16,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,146131,569,147,16,800.0,0.0039,0.26,7,0.37,0.0287,Paid Search,Bing Ads
2024-02-17,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,27694,1426,270,52,2650.0,0.0515,0.19,9,0.92,0.0369,Paid Search,Bing Ads
2024-02-17,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,47839,980,637,24,1250.0,0.0205,0.65,7,0.46,0.0252,Paid Search,Google Ads
2024-02-17,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,71721,2373,427,70,3550.0,0.0331,0.18,8,0.69,0.0297,Paid Search,Google Ads
2024-02-17,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,141331,508,137,14,750.0,0.0036,0.27,7,0.36,0.0284,Paid Search,Google Ads
2024-02-18,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,24386,1246,236,46,2450.0,0.0511,0.19,9,0.91,0.0372,Paid Search,Google Ads
2024-02-18,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,44841,874,576,22,1200.0,0.0195,0.66,7,0.45,0.0257,Organic,Google Ads
2024-02-18,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,69799,2380,428,71,3400.0,0.0341,0.18,8,0.68,0.03,Paid Search,Google Ads
2024-02-18,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,129230,465,125,13,700.0,0.0036,0.27,7,0.35,0.0288,Paid Search,Google Ads
2024-02-19,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,25012,1238,235,45,2200.0,0.0495,0.19,9,0.9,0.037,Paid Search,Bing Ads
2024-02-19,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,40994,803,529,21,1050.0,0.0196,0.66,7,0.43,0.0262,Paid Search,Google Ads
2024-02-19,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,71403,2392,430,69,3050.0,0.0335,0.18,8,0.66,0.029,Paid Search,Google Ads
2024-02-19,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,134767,458,128,12,600.0,0.0034,0.28,7,0.33,0.0267,Paid Search,Google Ads
2024-02-20,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,23461,1187,225,44,2350.0,0.0506,0.19,9,0.91,0.0377,Paid Search,Google Ads
2024-02-20,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,41693,829,547,22,1150.0,0.0199,0.66,7,0.44,0.0271,Paid Search,Google Ads
2024-02-20,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,73326,2456,442,69,3300.0,0.0335,0.18,8,0.67,0.0284,Organic,Google Ads
2024-02-20,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,123463,444,128,12,650.0,0.0036,0.29,7,0.34,0.0281,Paid Search,Google Ads
2024-02-21,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,24754,1287,257,47,2500.0,0.052,0.2,9,0.92,0.0371,Organic,Google Ads
2024-02-21,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,43803,884,574,22,1200.0,0.0202,0.65,7,0.45,0.026,Paid Search,Google Ads
2024-02-21,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,75288,2522,453,72,3400.0,0.0335,0.18,8,0.67,0.0287,Paid Search,Google Ads
2024-02-21,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,130021,468,126,14,700.0,0.0036,0.27,7,0.35,0.0306,Paid Search,Google Ads
2024-01-24,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,22242,1194,226,45,2250.0,0.0537,0.19,9,0.92,0.0377,Organic,Google Ads
2024-01-24,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,44733,881,563,22,1150.0,0.0197,0.64,7,0.45,0.0259,Paid Search,Google Ads
2024-01-24,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,70898,2382,428,67,3350.0,0.0336,0.18,8,0.67,0.0282,Paid Search,Bing Ads
2024-01-25,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,24563,1326,251,50,2400.0,0.054,0.19,9,0.91,0.038,Paid Search,Google Ads
2024-01-25,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,42295,824,543,20,1050.0,0.0195,0.66,7,0.44,0.0243,Organic,Bing Ads
2024-01-25,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,71446,2457,442,69,3550.0,0.0344,0.18,8,0.68,0.0283,Paid Search,Google Ads
2024-01-26,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,20828,1051,199,40,2100.0,0.0505,0.19,9,0.93,0.0383,Paid Search,Bing Ads
2024-01-26,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,49112,996,657,26,1250.0,0.0203,0.66,6,0.43,0.0271,Paid Search,Google Ads
2024-01-26,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,117372,446,120,11,600.0,0.0038,0.27,7,0.35,0.0265,Paid Search,Google Ads
2024-01-27,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,24517,1272,241,49,2500.0,0.0519,0.19,9,0.92,0.0389,Paid Search,Google Ads
2024-01-27,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,73091,2302,414,69,3250.0,0.0315,0.18,8,0.66,0.0302,Paid Search,Google Ads
2024-01-27,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,144875,521,145,15,700.0,0.0036,0.28,7,0.36,0.0295,Paid Search,Google Ads
2024-01-28,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,25484,1327,252,48,2300.0,0.0521,0.19,9,0.91,0.0365,Paid Search,Google Ads
2024-01-28,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,48036,960,614,24,1200.0,0.02,0.64,7,0.45,0.0254,Paid Search,Google Ads
2024-01-28,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,138870,499,134,14,650.0,0.0036,0.27,7,0.34,0.0287,Paid Search,Bing Ads
