date,campaign_id,campaign_name,ad_group_id,ad_group_name,impressions,clicks,cost,conversions,video_views,engagement_rate,reach,frequency,ctr,cpc,conversion_rate,view_rate,channel,data_source
2024-01-29,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,11496,493,197,31,1139,0.0429,9041,1.27,0.0429,0.4,0.0649,0.0991,Organic,LinkedIn Ads
2024-01-29,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,71426,249,89,6,48483,0.0035,57299,1.25,0.0035,0.36,0.0264,0.6788,Paid Social,Facebook Ads
2024-01-30,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,47391,971,135,15,8497,0.0198,40276,1.18,0.0205,0.14,0.0156,0.1793,Paid Social,LinkedIn Ads
2024-01-30,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,37943,1365,204,27,4955,0.0371,33124,1.15,0.036,0.15,0.0199,0.1306,Paid Social,Facebook Ads
2024-01-30,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,73527,272,100,6,52836,0.0037,62666,1.17,0.0037,0.37,0.0229,0.7186,Paid Social,Facebook Ads
2024-01-31,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,44818,878,122,11,8640,0.0194,34666,1.29,0.0196,0.14,0.0136,0.1928,Paid Social,Facebook Ads
2024-01-31,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,14599,674,249,44,1605,0.048,12897,1.13,0.0462,0.37,0.0664,0.11,Paid Social,Facebook Ads
2024-01-31,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,40232,1508,226,31,5109,0.0365,31034,1.3,0.0375,0.15,0.0212,0.127,Paid Social,Facebook Ads
2024-02-01,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,49181,1032,144,15,9078,0.0218,40026,1.23,0.021,0.14,0.0153,0.1846,Paid Social,Facebook Ads
2024-02-01,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,15675,788,275,47,1664,0.0499,13766,1.14,0.0503,0.35,0.0607,0.1062,Paid Social,Facebook Ads
2024-02-01,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,37821,1493,223,30,5155,0.0368,32996,1.15,0.0395,0.15,0.0206,0.1363,Paid Social,Facebook Ads
2024-02-01,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,72219,267,98,8,51961,0.0037,63173,1.14,0.0037,0.37,0.03,0.7195,Paid Social,Facebook Ads
2024-02-02,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,52354,1068,149,15,9423,0.0214,42525,1.23,0.0204,0.14,0.0145,0.18,Paid Social,Facebook Ads
2024-02-02,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,12387,588,217,34,1274,0.0479,10957,1.13,0.0475,0.37,0.0593,0.1029,Paid Social,Facebook Ads
2024-02-02,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,36646,1352,202,25,4709,0.0355,29076,1.26,0.0369,0.15,0.0192,0.1285,Paid Social,Facebook Ads
2024-02-02,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,68327,239,88,6,44330,0.0036,59254,1.15,0.0035,0.37,0.0263,0.6488,Paid Social,Facebook Ads
2024-02-03,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,45002,936,131,12,8667,0.0212,35299,1.27,0.0208,0.14,0.0136,0.1926,Paid Social,Facebook Ads
2024-02-03,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,11117,514,195,30,1147,0.0465,9517,1.17,0.0463,0.38,0.0585,0.1032,Paid Social,Facebook Ads
2024-02-03,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,34396,1258,201,23,4230,0.0373,27728,1.24,0.0366,0.16,0.019,0.123,Paid Social,Facebook Ads
2024-02-03,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,64711,239,83,4,41978,0.0037,54019,1.2,0.0037,0.35,0.0206,0.6487,Paid Social,LinkedIn Ads
2024-02-04,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,39527,806,112,10,7063,0.0198,32612,1.21,0.0204,0.14,0.0135,0.1787,Organic,Facebook Ads
2024-02-04,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,11313,530,196,31,1067,0.0442,9764,1.16,0.0469,0.37,0.0593,0.0944,Paid Social,Facebook Ads
2024-02-04,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,33477,1195,191,23,4201,0.0365,26866,1.25,0.0357,0.16,0.0194,0.1255,Organic,Facebook Ads
2024-02-04,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,63127,233,83,4,43822,0.0037,56560,1.12,0.0037,0.36,0.0175,0.6942,Paid Social,Facebook Ads
2024-02-05,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,43557,858,120,12,7631,0.0191,36312,1.2,0.0197,0.14,0.015,0.1752,Paid Social,Facebook Ads
2024-02-05,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,12188,538,215,34,1318,0.0438,10717,1.14,0.0442,0.4,0.0647,0.1082,Paid Social,Facebook Ads
2024-02-05,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,36542,1352,202,25,4907,0.0348,32734,1.12,0.037,0.15,0.019,0.1343,Organic,Facebook Ads
2024-02-05,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,70662,247,86,5,48947,0.0035,54936,1.29,0.0035,0.35,0.0237,0.6927,Paid Social,LinkedIn Ads
2024-02-06,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,52289,1056,147,16,9270,0.0199,40574,1.29,0.0202,0.14,0.0158,0.1773,Paid Social,Facebook Ads
2024-02-06,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,13552,628,232,37,1496,0.0497,10789,1.26,0.0464,0.37,0.0596,0.1104,Paid Social,Facebook Ads
2024-02-06,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,41244,1526,228,32,5526,0.0386,34261,1.2,0.037,0.15,0.0214,0.134,Paid Social,Facebook Ads
2024-02-06,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,75097,270,94,6,50855,0.0034,58907,1.27,0.0036,0.35,0.0257,0.6772,Paid Social,Facebook Ads
2024-02-07,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,50574,1092,152,18,9204,0.0215,43415,1.16,0.0216,0.14,0.0167,0.182,Paid Social,Facebook Ads
2024-02-07,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,14957,731,263,45,1640,0.0469,12325,1.21,0.0489,0.36,0.0616,0.1097,Paid Social,Facebook Ads
2024-02-07,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,38206,1493,223,32,5104,0.0366,34620,1.1,0.0391,0.15,0.0217,0.1336,Paid Social,Facebook Ads
2024-02-07,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,79780,287,100,8,52606,0.0036,67733,1.18,0.0036,0.35,0.0291,0.6594,Paid Social,Facebook Ads
2024-02-08,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,52975,1080,162,17,10006,0.0196,42869,1.24,0.0204,0.15,0.0165,0.1889,Paid Social,Facebook Ads
2024-02-08,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,14712,709,255,45,1500,0.047,13006,1.13,0.0482,0.36,0.0646,0.102,Paid Social,Facebook Ads
2024-02-08,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,39952,1518,242,33,5329,0.0378,33944,1.18,0.038,0.16,0.0218,0.1334,Paid Social,Facebook Ads
2024-02-08,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,68140,238,83,6,46055,0.0035,60273,1.13,0.0035,0.35,0.0278,0.6759,Paid Social,Facebook Ads
2024-02-09,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,48444,978,136,15,8942,0.0198,43821,1.11,0.0202,0.14,0.0154,0.1846,Paid Social,LinkedIn Ads
2024-02-09,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,13084,597,214,38,1313,0.047,11192,1.17,0.0457,0.36,0.065,0.1004,Paid Social,Facebook Ads
2024-02-09,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,37848,1404,210,29,5200,0.0382,29254,1.29,0.0371,0.15,0.0212,0.1374,Organic,Facebook Ads
2024-02-09,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,71734,265,95,6,48628,0.0035,65043,1.1,0.0037,0.36,0.0247,0.6779,Paid Social,Facebook Ads
2024-02-10,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,40165,795,119,12,7446,0.0201,33989,1.18,0.0198,0.15,0.0151,0.1854,Paid Social,Facebook Ads
2024-02-10,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,10956,495,188,30,1029,0.0458,8638,1.27,0.0452,0.38,0.0612,0.094,Paid Social,Facebook Ads
2024-02-10,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,32961,1147,183,22,4413,0.0371,26517,1.24,0.0348,0.16,0.0199,0.1339,Organic,LinkedIn Ads
2024-02-10,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,67383,235,79,5,46231,0.0036,56089,1.2,0.0035,0.34,0.0214,0.6861,Paid Social,Facebook Ads
2024-02-11,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,39243,788,110,11,6883,0.0203,33764,1.16,0.0201,0.14,0.0143,0.1754,Paid Social,Facebook Ads
2024-02-11,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,10776,478,176,31,993,0.0456,9086,1.19,0.0444,0.37,0.0657,0.0922,Paid Social,LinkedIn Ads
2024-02-11,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,33194,1218,182,23,3641,0.0341,26677,1.24,0.0367,0.15,0.0191,0.1097,Organic,Facebook Ads
2024-02-11,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,59324,207,72,3,40607,0.0035,49394,1.2,0.0035,0.35,0.0171,0.6845,Paid Social,Facebook Ads
2024-02-12,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,48294,965,135,14,8948,0.0207,40279,1.2,0.02,0.14,0.0151,0.1853,Paid Social,Facebook Ads
2024-02-12,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,11807,545,207,32,1167,0.0455,9985,1.18,0.0462,0.38,0.0605,0.0989,Paid Social,Facebook Ads
2024-02-12,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,32974,1177,188,24,3890,0.0365,27670,1.19,0.0357,0.16,0.0206,0.118,Paid Social,Facebook Ads
2024-02-12,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,64849,239,83,4,42651,0.0038,49993,1.3,0.0037,0.35,0.0199,0.6577,Paid Social,Facebook Ads
2024-02-13,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,50536,1051,147,16,9167,0.021,39073,1.29,0.0208,0.14,0.0156,0.1814,Paid Social,Facebook Ads
2024-02-13,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,13545,594,213,35,1422,0.0457,11864,1.14,0.0439,0.36,0.0602,0.105,Paid Social,LinkedIn Ads
2024-02-13,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,37789,1398,209,27,4912,0.0357,31968,1.18,0.037,0.15,0.02,0.13,Paid Social,Facebook Ads
2024-02-13,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,72179,259,93,5,46577,0.0034,56487,1.28,0.0036,0.36,0.0231,0.6453,Paid Social,Facebook Ads
2024-02-14,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,50549,1046,146,17,9437,0.0203,42037,1.2,0.0207,0.14,0.0165,0.1867,Organic,Facebook Ads
2024-02-14,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,15365,723,253,44,1604,0.0497,12888,1.19,0.0471,0.35,0.061,0.1044,Organic,Facebook Ads
2024-02-14,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,36475,1364,218,28,4887,0.0366,28351,1.29,0.0374,0.16,0.0208,0.134,Paid Social,Facebook Ads
2024-02-14,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,70026,245,88,6,45390,0.0034,58516,1.2,0.0035,0.36,0.0253,0.6482,Paid Social,Facebook Ads
2024-02-15,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,53188,1138,159,17,9281,0.021,41382,1.29,0.0214,0.14,0.0153,0.1745,Paid Social,Facebook Ads
2024-02-15,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,14667,696,243,41,1544,0.0489,13296,1.1,0.0475,0.35,0.0597,0.1053,Paid Social,Facebook Ads
2024-02-15,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,42679,1626,260,35,5748,0.0374,37340,1.14,0.0381,0.16,0.0216,0.1347,Paid Social,Facebook Ads
2024-02-15,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,70811,262,91,7,49022,0.0036,57716,1.23,0.0037,0.35,0.0291,0.6923,Paid Social,Facebook Ads
2024-02-16,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,47905,977,136,16,8541,0.0196,36929,1.3,0.0204,0.14,0.0164,0.1783,Paid Social,Facebook Ads
2024-02-16,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,13479,641,237,40,1423,0.046,12031,1.12,0.0476,0.37,0.0627,0.1056,Paid Social,Facebook Ads
2024-02-16,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,38666,1426,228,30,4987,0.0385,35135,1.1,0.0369,0.16,0.0217,0.129,Paid Social,Facebook Ads
2024-02-16,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,77878,280,103,7,49756,0.0036,65995,1.18,0.0036,0.37,0.0275,0.6389,Paid Social,LinkedIn Ads
2024-02-17,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,43606,863,120,13,7578,0.021,39588,1.1,0.0198,0.14,0.0157,0.1738,Organic,Facebook Ads
2024-02-17,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,12723,577,207,35,1287,0.0448,10032,1.27,0.0454,0.36,0.062,0.1012,Paid Social,Facebook Ads
2024-02-17,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,34940,1240,186,26,4259,0.035,28807,1.21,0.0355,0.15,0.0213,0.1219,Organic,Facebook Ads
2024-02-17,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,73567,257,92,5,50658,0.0037,62375,1.18,0.0035,0.36,0.021,0.6886,Paid Social,Facebook Ads
2024-02-18,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,45208,926,129,13,8539,0.0204,35977,1.26,0.0205,0.14,0.0146,0.1889,Paid Social,Facebook Ads
2024-02-18,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,11087,504,186,30,1034,0.0469,9638,1.15,0.0455,0.37,0.0605,0.0933,Paid Social,Facebook Ads
2024-02-18,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,31058,1111,166,22,3742,0.0346,26193,1.19,0.0358,0.15,0.0205,0.1205,Paid Social,Facebook Ads
2024-02-18,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,61807,216,73,3,39939,0.0035,53689,1.15,0.0035,0.34,0.017,0.6462,Organic,Facebook Ads
2024-02-19,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,48904,1017,142,15,9120,0.0202,39747,1.23,0.0208,0.14,0.0157,0.1865,Paid Social,Facebook Ads
2024-02-19,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,13910,645,245,42,1448,0.0469,11687,1.19,0.0464,0.38,0.0666,0.1041,Paid Social,LinkedIn Ads
2024-02-19,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,36336,1369,205,28,4581,0.0379,30322,1.2,0.0377,0.15,0.0209,0.1261,Paid Social,Facebook Ads
2024-02-19,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,70964,255,89,5,46084,0.0038,61156,1.16,0.0036,0.35,0.0226,0.6494,Paid Social,Facebook Ads
2024-02-20,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,46575,964,144,16,8686,0.0199,37052,1.26,0.0207,0.15,0.0166,0.1865,Paid Social,Facebook Ads
2024-02-20,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,15091,701,259,46,1569,0.0448,11806,1.28,0.0465,0.37,0.0662,0.104,Paid Social,Facebook Ads
2024-02-20,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,38606,1440,230,29,4960,0.0361,31053,1.24,0.0373,0.16,0.0203,0.1285,Paid Social,LinkedIn Ads
2024-02-20,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,69389,249,87,6,46566,0.0036,59277,1.17,0.0036,0.35,0.0267,0.6711,Paid Social,Facebook Ads
2024-01-23,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,47039,926,129,12,8655,0.0192,36709,1.28,0.0197,0.14,0.0139,0.184,Paid Social,Facebook Ads
2024-01-23,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,12722,591,230,36,1306,0.0475,11102,1.15,0.0465,0.39,0.0613,0.1027,Paid Social,LinkedIn Ads
2024-01-23,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,36822,1329,199,23,4742,0.0349,29385,1.25,0.0361,0.15,0.0177,0.1288,Paid Social,Facebook Ads
2024-01-24,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,40015,772,115,9,7742,0.0199,34241,1.17,0.0193,0.15,0.0124,0.1935,Paid Social,Facebook Ads
2024-01-24,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,12599,575,224,36,1403,0.0473,9707,1.3,0.0457,0.39,0.0637,0.1114,Paid Social,Facebook Ads
2024-01-24,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,35740,1322,198,24,4717,0.0384,30046,1.19,0.037,0.15,0.0184,0.132,Paid Social,Facebook Ads
2024-01-25,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,50643,1043,146,15,8933,0.0193,44116,1.15,0.0206,0.14,0.0149,0.1764,Paid Social,Facebook Ads
2024-01-25,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,11797,528,211,33,1177,0.0443,9278,1.27,0.0448,0.4,0.0628,0.0998,Paid Social,Facebook Ads
2024-01-25,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,36960,1374,192,27,5137,0.0375,33507,1.1,0.0372,0.14,0.0197,0.139,Paid Social,Facebook Ads
2024-01-26,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,50075,991,138,13,9208,0.02,39450,1.27,0.0198,0.14,0.0141,0.1839,Paid Social,LinkedIn Ads
2024-01-26,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,15287,712,256,44,1563,0.0473,13866,1.1,0.0466,0.36,0.0622,0.1023,Organic,Facebook Ads
2024-01-26,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,62477,212,82,4,40866,0.0033,56623,1.1,0.0034,0.39,0.0222,0.6541,Paid Social,Facebook Ads
2024-01-27,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,50452,1003,140,13,9343,0.0196,39868,1.27,0.0199,0.14,0.0136,0.1852,Paid Social,Facebook Ads
2024-01-27,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,13890,605,235,37,1515,0.0432,12261,1.13,0.0436,0.39,0.0613,0.1091,Paid Social,Facebook Ads
2024-01-27,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,74958,269,99,6,50041,0.0037,62798,1.19,0.0036,0.37,0.0227,0.6676,Paid Social,Facebook Ads
2024-01-28,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,41861,845,118,10,7593,0.0195,37303,1.12,0.0202,0.14,0.0122,0.1814,Paid Social,Facebook Ads
2024-01-28,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,37964,1351,216,25,5140,0.0357,29635,1.28,0.0356,0.16,0.0188,0.1354,Paid Social,Facebook Ads
2024-01-28,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,66015,237,90,4,45088,0.0034,55796,1.18,0.0036,0.38,0.0196,0.683,Paid Social,Facebook Ads
2024-01-29,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,52576,1140,159,16,10031,0.0225,43350,1.21,0.0217,0.14,0.0144,0.1908,Paid Social,Facebook Ads
2024-01-29,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,13848,645,245,41,1484,0.0477,10675,1.3,0.0466,0.38,0.0639,0.1072,Paid Social,LinkedIn Ads
2024-01-29,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,35214,1295,194,25,4863,0.0359,29200,1.21,0.0368,0.15,0.02,0.1381,Paid Social,Facebook Ads
2024-01-30,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,46209,924,129,13,8229,0.0191,39652,1.17,0.02,0.14,0.0141,0.1781,Organic,Facebook Ads
2024-01-30,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,12842,572,228,36,1290,0.0454,11155,1.15,0.0446,0.4,0.064,0.1005,Paid Social,Facebook Ads
2024-01-30,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,69579,257,95,6,46791,0.0037,56531,1.23,0.0037,0.37,0.025,0.6725,Paid Social,Facebook Ads
2024-01-31,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,49360,987,138,14,8865,0.0211,41445,1.19,0.02,0.14,0.0151,0.1796,Paid Social,Facebook Ads
2024-01-31,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,35460,1301,195,24,4783,0.0378,28728,1.23,0.0367,0.15,0.019,0.1349,Organic,LinkedIn Ads
2024-01-31,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,68686,247,91,5,45792,0.0035,61731,1.11,0.0036,0.37,0.0237,0.6667,Paid Social,LinkedIn Ads
2024-02-01,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,48879,962,134,14,8597,0.0199,44389,1.1,0.0197,0.14,0.0146,0.1759,Paid Social,Facebook Ads
2024-02-01,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,13532,642,237,39,1423,0.0461,11752,1.15,0.0475,0.37,0.0618,0.1052,Paid Social,Facebook Ads
2024-02-01,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,36930,1333,199,27,4745,0.0366,33265,1.11,0.0361,0.15,0.0205,0.1285,Paid Social,Facebook Ads
2024-02-02,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,52746,1128,157,17,10100,0.0202,42159,1.25,0.0214,0.14,0.0157,0.1915,Paid Social,LinkedIn Ads
2024-02-02,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,13562,690,248,43,1517,0.0497,11925,1.14,0.0509,0.36,0.0636,0.1119,Organic,LinkedIn Ads
2024-02-02,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,40143,1585,237,30,5407,0.0382,34921,1.15,0.0395,0.15,0.0195,0.1347,Paid Social,LinkedIn Ads
2024-02-02,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,79283,285,102,7,55331,0.0038,67726,1.17,0.0036,0.36,0.0275,0.6979,Paid Social,Facebook Ads
2024-02-03,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,52550,1093,153,16,10110,0.0216,43833,1.2,0.0208,0.14,0.0147,0.1924,Paid Social,Facebook Ads
2024-02-03,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,13973,653,248,39,1482,0.0483,12154,1.15,0.0468,0.38,0.0604,0.1061,Organic,Facebook Ads
2024-02-03,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,36290,1324,198,27,4739,0.0369,32394,1.12,0.0365,0.15,0.0209,0.1306,Paid Social,Facebook Ads
2024-02-03,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,74603,268,99,6,52572,0.0037,64506,1.16,0.0036,0.37,0.0261,0.7047,Paid Social,Facebook Ads
2024-02-04,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,42232,878,131,12,8066,0.0199,33533,1.26,0.0208,0.15,0.014,0.191,Paid Social,Facebook Ads
2024-02-04,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,11902,539,199,32,1187,0.0463,9271,1.28,0.0453,0.37,0.0605,0.0998,Paid Social,Facebook Ads
2024-02-04,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,34676,1217,194,22,4552,0.0376,27240,1.27,0.0351,0.16,0.0184,0.1313,Organic,Facebook Ads
2024-02-04,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,61733,234,84,4,43015,0.0037,49166,1.26,0.0038,0.36,0.0209,0.6968,Paid Social,Facebook Ads
2024-02-05,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,41962,843,118,11,7653,0.0207,36597,1.15,0.0201,0.14,0.0139,0.1824,Paid Social,LinkedIn Ads
2024-02-05,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,10043,461,170,27,902,0.0452,8059,1.25,0.046,0.37,0.0591,0.0899,Paid Social,Facebook Ads
2024-02-05,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,30364,1096,175,19,3956,0.0343,23721,1.28,0.0361,0.16,0.0182,0.1303,Paid Social,Facebook Ads
2024-02-05,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,57841,208,72,3,39835,0.0037,45374,1.27,0.0036,0.35,0.017,0.6887,Paid Social,Facebook Ads
2024-02-06,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,49643,1002,140,14,9178,0.0196,38435,1.29,0.0202,0.14,0.0147,0.1849,Paid Social,LinkedIn Ads
2024-02-06,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,12053,538,204,35,1275,0.0453,10843,1.11,0.0447,0.38,0.0653,0.1058,Paid Social,Facebook Ads
2024-02-06,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,33303,1172,175,23,4296,0.035,29884,1.11,0.0352,0.15,0.0202,0.129,Paid Social,Facebook Ads
2024-02-06,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,66336,232,81,5,43416,0.0034,51126,1.3,0.0035,0.35,0.0249,0.6545,Paid Social,Facebook Ads
