date,campaign_id,campaign_name,ad_group_id,ad_group_name,impressions,clicks,cost,conversions,video_views,video_watch_25,video_watch_50,video_watch_75,video_watch_100,likes,shares,comments,ctr,cpc,conversion_rate,view_rate,channel,data_source
2024-01-29,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,154158,2975,803,84,109760,81234,54678,41234,27567,5456,1567,289,0.0193,0.27,0.0285,0.712,Paid Social,TikTok Ads
2024-01-29,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,232646,3582,429,30,185046,148234,117234,75234,45789,8567,2345,567,0.0154,0.12,0.0085,0.7954,Paid Social,Amazon Ad Server
2024-01-29,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,397318,6317,947,94,324886,289234,231456,164567,109234,18890,5456,1489,0.0159,0.15,0.015,0.8177,Paid Social,Amazon Ad Server
2024-01-30,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,284568,4097,532,40,239321,191234,119234,80234,53456,10789,2901,689,0.0144,0.13,0.0098,0.841,Paid Social,TikTok Ads
2024-01-30,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,158016,3097,805,82,107308,87234,58901,44234,29567,5678,1634,312,0.0196,0.26,0.0268,0.6791,Paid Social,TikTok Ads
2024-01-30,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,267609,4201,504,39,207504,152345,120456,77890,47234,8901,2456,589,0.0157,0.12,0.0094,0.7754,Paid Social,StackAdapt
2024-01-30,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,453518,7573,1135,123,391159,304567,243456,172345,114567,19567,5678,1567,0.0167,0.15,0.0163,0.8625,Paid Social,TikTok Ads
2024-01-31,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,284739,4185,544,42,223719,184567,115678,78234,52345,10456,2812,678,0.0147,0.13,0.0102,0.7857,Paid Social,StackAdapt
2024-01-31,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,158633,3109,808,82,114675,83567,56234,42345,28234,5523,1589,301,0.0196,0.26,0.0266,0.7229,Paid Social,TikTok Ads
2024-01-31,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,236875,3718,446,33,185473,148901,117890,76234,46234,8734,2401,578,0.0157,0.12,0.0089,0.783,Paid Social,TikTok Ads
2024-01-31,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,420527,6812,1089,108,342477,296234,237890,168234,111234,19234,5534,1523,0.0162,0.16,0.0159,0.8144,Paid Social,TikTok Ads
2024-02-01,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,284331,4179,543,42,230819,179234,112234,75678,50234,10123,2712,645,0.0147,0.13,0.0102,0.8118,Paid Social,TikTok Ads
2024-02-01,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,148549,2866,745,77,107861,79567,53678,40234,26890,5234,1456,278,0.0193,0.26,0.0269,0.7261,Paid Social,Amazon Ad Server
2024-02-01,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,252340,4037,484,36,191349,142345,112345,72345,43789,8456,2267,545,0.016,0.12,0.0091,0.7583,Paid Social,Amazon Ad Server
2024-02-01,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,410565,6569,985,99,357109,287234,229234,162345,107890,18756,5345,1456,0.016,0.15,0.0152,0.8698,Paid Social,StackAdapt
2024-02-02,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,268360,3864,502,39,212514,163567,102567,69567,46567,9123,2423,601,0.0144,0.13,0.0103,0.7919,Paid Social,TikTok Ads
2024-02-02,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,138478,2617,706,68,94317,72345,48901,36789,24890,4901,1356,256,0.0189,0.27,0.0263,0.6811,Paid Social,StackAdapt
2024-02-02,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,236212,3708,444,30,185119,131567,103567,67234,40567,8012,2201,523,0.0157,0.12,0.0082,0.7837,Paid Social,TikTok Ads
2024-02-02,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,380674,6014,902,99,328102,258901,207890,147234,97456,16901,4912,1345,0.0158,0.15,0.0165,0.8619,Paid Social,TikTok Ads
2024-02-03,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,216764,3164,411,31,176879,153456,96234,65234,43567,8756,2234,534,0.0146,0.13,0.01,0.816,Paid Social,TikTok Ads
2024-02-03,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,131818,2491,697,69,87263,67234,45234,34234,23456,4567,1234,234,0.0189,0.28,0.028,0.662,Paid Social,StackAdapt
2024-02-03,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,191025,2884,346,24,153736,121234,96234,61234,37456,7345,2034,489,0.0151,0.12,0.0085,0.8048,Paid Social,TikTok Ads
2024-02-03,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,388685,6180,927,97,317555,245678,196789,140234,93456,16234,4789,1289,0.0159,0.15,0.0157,0.817,Paid Social,TikTok Ads
2024-02-04,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,283231,4191,544,41,234175,173456,109234,73567,49234,9789,2634,623,0.0148,0.13,0.0099,0.8268,Paid Social,TikTok Ads
2024-02-04,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,148254,2816,760,76,98826,76234,51234,38567,25789,5123,1456,278,0.019,0.27,0.0272,0.6666,Paid Social,TikTok Ads
2024-02-04,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,220906,3468,416,30,169479,137890,108901,70567,42789,8456,2301,545,0.0157,0.12,0.0088,0.7672,Paid Social,TikTok Ads
2024-02-04,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,404821,6598,989,99,320942,267890,214567,151234,99567,17756,5012,1389,0.0163,0.15,0.0151,0.7928,Paid Social,Amazon Ad Server
2024-02-05,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,275940,3973,516,40,212777,182345,114567,77234,51234,10345,2789,656,0.0144,0.13,0.0102,0.7711,Paid Social,StackAdapt
2024-02-05,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,148025,2916,787,79,108058,81234,54678,41234,27567,5456,1567,289,0.0197,0.27,0.0272,0.73,Paid Social,TikTok Ads
2024-02-05,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,232388,3694,443,30,179542,148234,117234,75234,45789,8567,2345,567,0.0159,0.12,0.0083,0.7726,Paid Social,Amazon Ad Server
2024-02-05,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,420819,7027,1124,113,355844,289234,231456,164567,109234,18890,5456,1489,0.0167,0.16,0.0162,0.8456,Paid Social,StackAdapt
2024-02-06,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,318254,4551,637,50,250529,200234,125678,84567,56234,11234,3012,723,0.0143,0.14,0.011,0.7872,Paid Social,StackAdapt
2024-02-06,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,167864,3323,863,90,120240,91234,61567,46234,30789,5890,1678,334,0.0198,0.26,0.0271,0.7163,Paid Social,TikTok Ads
2024-02-06,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,253256,3950,513,36,193740,160234,126789,81234,49234,9123,2567,612,0.0156,0.13,0.0093,0.765,Paid Social,TikTok Ads
2024-02-06,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,459869,7495,1199,115,384864,312345,249234,177890,118234,20234,5912,1623,0.0163,0.16,0.0154,0.8369,Paid Social,TikTok Ads
2024-02-07,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,304229,4441,621,45,264070,208901,131234,88234,58901,11567,3134,734,0.0146,0.14,0.0102,0.868,Paid Social,TikTok Ads
2024-02-07,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,166997,3172,793,84,117465,95678,64567,48567,32345,6123,1734,345,0.019,0.25,0.0265,0.7034,Paid Social,Amazon Ad Server
2024-02-07,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,277650,4136,537,36,231560,168901,133456,85678,51789,9456,2634,623,0.0149,0.13,0.0089,0.834,Paid Social,Amazon Ad Server
2024-02-07,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,448414,7264,1162,109,399671,323456,258901,184567,122345,20789,6034,1678,0.0162,0.16,0.0151,0.8913,Paid Social,TikTok Ads
2024-02-08,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,316441,4588,596,49,256507,191234,119234,80234,53456,10789,2901,689,0.0145,0.13,0.0108,0.8106,Paid Social,TikTok Ads
2024-02-08,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,164046,3231,840,82,117194,87234,58901,44234,29567,5678,1634,312,0.0197,0.26,0.0255,0.7144,Paid Social,TikTok Ads
2024-02-08,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,275360,4433,531,40,206272,152345,120456,77890,47234,8901,2456,589,0.0161,0.12,0.0091,0.7491,Paid Social,TikTok Ads
2024-02-08,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,444796,7027,1054,113,377765,304567,243456,172345,114567,19567,5678,1567,0.0158,0.15,0.0161,0.8493,Paid Social,StackAdapt
2024-02-09,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,292497,4416,574,46,250669,179234,112234,75678,50234,10123,2712,645,0.0151,0.13,0.0105,0.857,Paid Social,TikTok Ads
2024-02-09,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,159576,3031,788,81,110171,79567,53678,40234,26890,5234,1456,278,0.019,0.26,0.0268,0.6904,Paid Social,TikTok Ads
2024-02-09,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,233098,3659,439,31,181676,142345,112345,72345,43789,8456,2267,545,0.0157,0.12,0.0087,0.7794,Paid Social,TikTok Ads
2024-02-09,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,455968,7295,1167,115,381006,287234,229234,162345,107890,18756,5345,1456,0.016,0.16,0.0158,0.8356,Paid Social,StackAdapt
2024-02-10,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,285038,4247,509,44,246500,173456,109234,73567,49234,9789,2634,623,0.0149,0.12,0.0104,0.8648,Paid Social,TikTok Ads
2024-02-10,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,155309,2919,758,75,104072,74567,50234,37890,25234,5012,1423,267,0.0188,0.26,0.026,0.6701,Paid Social,TikTok Ads
2024-02-10,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,223942,3560,427,30,185222,135234,106789,69234,41789,8234,2267,534,0.0159,0.12,0.0086,0.8271,Paid Social,Amazon Ad Server
2024-02-10,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,425694,6725,1076,102,336213,267890,214567,151234,99567,17234,5012,1378,0.0158,0.16,0.0152,0.7898,Paid Social,TikTok Ads
2024-02-11,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,308748,4631,602,48,260243,182345,114567,77234,51234,10345,2789,656,0.015,0.13,0.0104,0.8429,Paid Social,TikTok Ads
2024-02-11,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,164540,3093,866,87,117185,81234,54678,41234,27567,5456,1567,289,0.0188,0.28,0.0284,0.7122,Paid Social,TikTok Ads
2024-02-11,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,260866,4095,491,34,211875,148234,117234,75234,45789,8567,2345,567,0.0157,0.12,0.0085,0.8122,Paid Social,TikTok Ads
2024-02-11,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,409699,6596,989,98,344802,289234,231456,164567,109234,18890,5456,1489,0.0161,0.15,0.0149,0.8416,Paid Social,TikTok Ads
2024-02-12,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,297301,4400,572,42,235194,188234,117890,79234,52789,10567,2856,667,0.0148,0.13,0.0097,0.7911,Paid Social,TikTok Ads
2024-02-12,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,170358,3356,906,93,113935,83567,56234,42345,28234,5523,1589,301,0.0197,0.27,0.028,0.6688,Paid Social,Amazon Ad Server
2024-02-12,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,241823,3820,458,34,198754,150567,119234,76890,46567,8678,2378,556,0.0158,0.12,0.009,0.8219,Paid Social,TikTok Ads
2024-02-12,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,412669,6561,1049,103,352419,296234,237890,168234,111234,19234,5534,1523,0.0159,0.16,0.0158,0.854,Paid Social,TikTok Ads
2024-01-15,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,240376,3557,462,34,199079,156234,98234,67234,45234,8923,2345,567,0.0148,0.13,0.0098,0.8282,Paid Social,TikTok Ads
2024-01-15,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,119176,2228,668,61,87010,67234,45234,34234,23456,4567,1234,234,0.0187,0.3,0.0276,0.7301,Paid Social,TikTok Ads
2024-01-15,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,187315,2790,334,22,140074,112345,89234,56789,34567,6789,1890,456,0.0149,0.12,0.0082,0.7478,Paid Social,StackAdapt
2024-01-16,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,241158,3665,476,37,199437,163456,102345,70234,47234,9234,2456,589,0.0152,0.13,0.0101,0.827,Paid Social,TikTok Ads
2024-01-16,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,139938,2630,736,69,94794,71234,48234,36234,24567,4789,1345,245,0.0188,0.28,0.0265,0.6774,Paid Social,TikTok Ads
2024-01-16,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,205104,3179,381,27,157212,117234,93234,59234,36234,7123,1967,478,0.0155,0.12,0.0085,0.7665,Paid Social,TikTok Ads
2024-01-17,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,239349,3398,441,34,202417,148234,93234,63456,43234,8567,2234,534,0.0142,0.13,0.0103,0.8457,Paid Social,TikTok Ads
2024-01-17,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,106586,2014,604,59,77711,61234,41234,31234,21234,4234,1123,212,0.0189,0.3,0.0293,0.7291,Paid Social,TikTok Ads
2024-01-17,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,356226,5984,957,92,302507,234567,189234,134567,89234,15678,4567,1234,0.0168,0.16,0.0155,0.8492,Paid Social,TikTok Ads
2024-01-18,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,263585,4111,534,43,230505,170234,107234,72456,48456,9567,2567,612,0.0156,0.13,0.0105,0.8745,Paid Social,StackAdapt
2024-01-18,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,209720,3292,395,26,169139,121234,96234,61234,37456,7345,2034,489,0.0157,0.12,0.0079,0.8065,Paid Social,TikTok Ads
2024-01-18,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,342561,5480,822,85,294294,245678,196789,140234,93456,16234,4789,1289,0.016,0.15,0.0156,0.8591,Paid Social,TikTok Ads
2024-01-19,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,239052,3561,462,34,210533,156789,98789,67789,45456,8945,2367,578,0.0149,0.13,0.0098,0.8807,Paid Social,TikTok Ads
2024-01-19,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,120724,2245,628,63,82007,68234,45789,34567,23678,4678,1267,237,0.0186,0.28,0.0285,0.6793,Paid Social,TikTok Ads
2024-01-19,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,383073,6435,965,101,322662,239234,191234,136234,90234,15890,4634,1256,0.0168,0.15,0.0158,0.8423,Paid Social,Amazon Ad Server
2024-01-20,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,248646,3605,468,36,206326,173456,109234,73567,49234,9789,2634,623,0.0145,0.13,0.01,0.8298,Paid Social,StackAdapt
2024-01-20,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,191263,3079,369,26,157466,124567,98901,63234,38234,7567,2089,501,0.0161,0.12,0.0086,0.8233,Paid Social,TikTok Ads
2024-01-20,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,396956,6549,982,101,316572,251234,201234,143456,95234,16567,4823,1312,0.0165,0.15,0.0155,0.7975,Paid Social,StackAdapt
2024-01-21,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,270066,3996,559,39,213190,179234,112234,75678,50234,10123,2712,645,0.0148,0.14,0.0099,0.7894,Paid Social,StackAdapt
2024-01-21,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,142929,2772,748,75,103952,72345,48901,36789,24890,4901,1356,256,0.0194,0.27,0.0273,0.7273,Paid Social,TikTok Ads
2024-01-21,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,201400,3141,376,25,160717,128234,101234,65234,39456,7789,2145,512,0.0156,0.12,0.008,0.798,Paid Social,StackAdapt
2024-01-22,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,257776,3840,537,38,212768,158901,99567,68234,45789,8978,2389,590,0.0149,0.14,0.0101,0.8254,Paid Social,TikTok Ads
2024-01-22,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,116332,2163,605,64,85155,63456,42345,32234,22234,4345,1189,223,0.0186,0.28,0.0296,0.732,Paid Social,TikTok Ads
2024-01-22,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,390997,6412,1025,97,310529,258901,207890,147234,97456,16901,4912,1345,0.0164,0.16,0.0152,0.7942,Paid Social,StackAdapt
2024-01-23,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,274335,3922,509,38,224378,182345,114567,77234,51234,10345,2789,656,0.0143,0.13,0.0097,0.8179,Paid Social,TikTok Ads
2024-01-23,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,217102,3365,403,28,174094,131567,103567,67234,40567,8012,2201,523,0.0155,0.12,0.0085,0.8019,Paid Social,Amazon Ad Server
2024-01-23,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,402863,6486,972,98,325674,267890,214567,151234,99567,17234,5012,1378,0.0161,0.15,0.0152,0.8084,Paid Social,StackAdapt
2024-01-24,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,270329,3973,516,40,219723,163567,102567,69567,46567,9123,2423,601,0.0147,0.13,0.0103,0.8128,Paid Social,TikTok Ads
2024-01-24,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,151834,2960,828,77,107225,74567,50234,37890,25234,5012,1423,267,0.0195,0.28,0.0261,0.7062,Paid Social,TikTok Ads
2024-01-24,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,220373,3570,428,31,183107,135234,106789,69234,41789,8234,2267,534,0.0162,0.12,0.0088,0.8309,Paid Social,StackAdapt
2024-01-25,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,288986,4190,544,42,237546,182345,114567,77234,51234,10345,2789,656,0.0145,0.13,0.0102,0.822,Paid Social,Amazon Ad Server
2024-01-25,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,159298,2978,774,77,111062,81234,54678,41234,27567,5456,1567,289,0.0187,0.26,0.0259,0.6972,Paid Social,StackAdapt
2024-01-25,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,253134,4176,501,35,198659,143567,113456,73456,44567,8789,2434,567,0.0165,0.12,0.0086,0.7848,Paid Social,TikTok Ads
2024-01-25,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,403565,6578,986,97,336936,278901,223456,159234,105678,18234,5234,1456,0.0163,0.15,0.0148,0.8349,Paid Social,TikTok Ads
2024-01-26,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,259624,3790,454,37,223692,173456,109234,73567,49234,9789,2634,623,0.0146,0.12,0.0098,0.8616,Paid Social,TikTok Ads
2024-01-26,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,157862,2983,835,77,113250,76234,51234,38567,25789,5123,1456,278,0.0189,0.28,0.0259,0.7174,Paid Social,TikTok Ads
2024-01-26,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,246296,3866,463,32,191766,137890,108901,70567,42789,8456,2301,545,0.0157,0.12,0.0083,0.7786,Paid Social,Amazon Ad Server
2024-01-26,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,380433,6353,952,99,320628,267890,214567,151234,99567,17756,5012,1389,0.0167,0.15,0.0157,0.8428,Paid Social,TikTok Ads
2024-01-27,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,249408,3766,489,35,212321,156234,98234,67234,45234,8923,2345,567,0.0151,0.13,0.0095,0.8513,Paid Social,TikTok Ads
2024-01-27,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,127899,2494,698,67,94018,71234,48234,36234,24567,4789,1345,245,0.0195,0.28,0.0271,0.7351,Paid Social,Amazon Ad Server
2024-01-27,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,199727,3155,378,27,157145,121234,96234,61234,37456,7345,2034,489,0.0158,0.12,0.0086,0.7868,Paid Social,Amazon Ad Server
2024-01-27,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,341908,5538,830,83,286758,245678,196789,140234,93456,16234,4789,1289,0.0162,0.15,0.0151,0.8387,Paid Social,TikTok Ads
2024-01-28,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,235502,3461,449,32,191675,148234,93234,63456,43234,8567,2234,534,0.0147,0.13,0.0095,0.8139,Paid Social,TikTok Ads
2024-01-28,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,126164,2397,671,69,84984,68234,45789,34567,23678,4678,1267,237,0.019,0.28,0.0289,0.6736,Paid Social,Amazon Ad Server
2024-01-28,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,209962,3149,377,25,163266,117234,93234,59234,36234,7123,1967,478,0.015,0.12,0.0082,0.7776,Paid Social,StackAdapt
2024-01-28,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,332453,5319,851,80,262371,239234,191234,136234,90234,15890,4634,1256,0.016,0.16,0.0152,0.7892,Paid Social,TikTok Ads
2024-01-29,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,247147,3608,469,35,199126,163456,102345,70234,47234,9234,2456,589,0.0146,0.13,0.0099,0.8057,Paid Social,TikTok Ads
2024-01-29,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,133673,2459,663,67,94132,72345,48901,36789,24890,4901,1356,256,0.0184,0.27,0.0274,0.7042,Paid Social,TikTok Ads
2024-01-29,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,199890,3098,371,26,160671,128234,101234,65234,39456,7789,2145,512,0.0155,0.12,0.0087,0.8038,Paid Social,TikTok Ads
2024-01-29,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,384983,6352,1016,102,320459,251234,201234,143456,95234,16567,4823,1312,0.0165,0.16,0.0162,0.8324,Paid Social,TikTok Ads
2024-01-30,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,301157,4336,563,44,250231,182345,114567,77234,51234,10345,2789,656,0.0144,0.13,0.0103,0.8309,Paid Social,TikTok Ads
2024-01-30,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,164827,3115,841,85,113483,81234,54678,41234,27567,5456,1567,289,0.0189,0.27,0.0273,0.6885,Paid Social,Amazon Ad Server
2024-01-30,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,264997,4160,499,34,203517,148234,117234,75234,45789,8567,2345,567,0.0157,0.12,0.0084,0.768,Paid Social,TikTok Ads
2024-01-30,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,408096,6651,1064,103,357410,289234,231456,164567,109234,18890,5456,1489,0.0163,0.16,0.0156,0.8758,Paid Social,TikTok Ads
2024-01-31,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,300933,4393,615,43,248209,191234,119234,80234,53456,10789,2901,689,0.0146,0.14,0.01,0.8248,Paid Social,Amazon Ad Server
2024-01-31,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,164426,3140,847,79,116364,87234,58901,44234,29567,5678,1634,312,0.0191,0.27,0.0254,0.7077,Paid Social,TikTok Ads
2024-01-31,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,261836,4110,493,36,209180,152345,120456,77890,47234,8901,2456,589,0.0157,0.12,0.0088,0.7989,Paid Social,TikTok Ads
2024-01-31,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,478153,7650,1224,123,410637,304567,243456,172345,114567,19567,5678,1567,0.016,0.16,0.0162,0.8588,Paid Social,Amazon Ad Server
2024-02-01,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,271697,3912,508,42,219205,184567,115678,78234,52345,10456,2812,678,0.0144,0.13,0.0109,0.8068,Paid Social,TikTok Ads
2024-02-01,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,154113,3036,819,81,112286,83567,56234,42345,28234,5523,1589,301,0.0197,0.27,0.027,0.7286,Paid Social,TikTok Ads
2024-02-01,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,235759,3772,452,33,176300,148901,117890,76234,46234,8734,2401,578,0.016,0.12,0.0088,0.7478,Paid Social,TikTok Ads
2024-02-01,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,443602,7008,1121,107,371561,296234,237890,168234,111234,19234,5534,1523,0.0158,0.16,0.0154,0.8376,Paid Social,TikTok Ads
2024-02-02,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,291580,4257,553,45,245947,179234,112234,75678,50234,10123,2712,645,0.0146,0.13,0.0107,0.8435,Paid Social,TikTok Ads
2024-02-02,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,152457,2896,752,76,110089,79567,53678,40234,26890,5234,1456,278,0.019,0.26,0.0264,0.7221,Paid Social,StackAdapt
2024-02-02,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,221855,3527,423,31,180878,142345,112345,72345,43789,8456,2267,545,0.0159,0.12,0.009,0.8153,Paid Social,TikTok Ads
2024-02-02,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,446116,7182,1077,105,385622,287234,229234,162345,107890,18756,5345,1456,0.0161,0.15,0.0147,0.8644,Paid Social,TikTok Ads
2024-02-03,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,244953,3502,455,35,209434,163567,102567,69567,46567,9123,2423,601,0.0143,0.13,0.01,0.855,Paid Social,TikTok Ads
2024-02-03,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,153192,2818,789,80,109869,72345,48901,36789,24890,4901,1356,256,0.0184,0.28,0.0285,0.7172,Paid Social,TikTok Ads
2024-02-03,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,228155,3627,435,30,175108,131567,103567,67234,40567,8012,2201,523,0.0159,0.12,0.0085,0.7675,Paid Social,StackAdapt
2024-02-03,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,360282,5656,848,89,284226,258901,207890,147234,97456,16901,4912,1345,0.0157,0.15,0.0159,0.7889,Paid Social,TikTok Ads
2024-02-04,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,235549,3509,456,34,202784,153456,96234,65234,43567,8756,2234,534,0.0149,0.13,0.0098,0.8609,Paid Social,TikTok Ads
2024-02-04,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,124552,2316,648,64,85529,67234,45234,34234,23456,4567,1234,234,0.0186,0.28,0.0277,0.6867,Paid Social,StackAdapt
2024-02-04,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,194464,3053,366,25,159849,121234,96234,61234,37456,7345,2034,489,0.0157,0.12,0.0083,0.822,Paid Social,TikTok Ads
2024-02-04,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,374120,6247,937,99,299707,245678,196789,140234,93456,16234,4789,1289,0.0167,0.15,0.016,0.8011,Paid Social,TikTok Ads
